CBSA Code,CBSA Title,Principal City Name,FIPS State Code,FIPS Place Code
31080,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,6,44000
31080,"Los Angeles-Long Beach-Anaheim, CA",Newport Beach,6,51182
31080,"Los Angeles-Long Beach-Anaheim, CA",Orange,6,53980
31080,"Los Angeles-Long Beach-Anaheim, CA",Pasadena,6,56000
31080,"Los Angeles-Long Beach-Anaheim, CA",Santa Ana,6,69000
31080,"Los Angeles-Long Beach-Anaheim, CA",Santa Monica,6,70000
31080,"Los Angeles-Long Beach-Anaheim, CA",Torrance,6,80000
31080,"Los Angeles-Long Beach-Anaheim, CA",Tustin,6,80854
31140,"Louisville/Jefferson County, KY-IN",Louisville/Jefferson County metro government (balance),21,48006
31180,"Lubbock, TX",Lubbock,48,45000
31340,"Lynchburg, VA",Lynchburg,51,47672
31420,"Macon-Bibb County, GA",Macon-Bibb County,13,49008
31460,"Madera, CA",Madera,6,45022
31540,"Madison, WI",Madison,55,48000
31700,"Manchester-Nashua, NH",Manchester,33,45140
31700,"Manchester-Nashua, NH",Nashua,33,50260
31740,"Manhattan, KS",Manhattan,20,44250
31860,"Mankato, MN",Mankato,27,39878
31900,"Mansfield, OH",Mansfield,39,47138
32420,"Mayagüez, PR",Mayagüez,72,52431
32580,"McAllen-Edinburg-Mission, TX",Edinburg,48,22660
32580,"McAllen-Edinburg-Mission, TX",McAllen,48,45384
32580,"McAllen-Edinburg-Mission, TX",Mission,48,48768
32780,"Medford, OR",Medford,41,47000
32820,"Memphis, TN-MS-AR",Memphis,47,48000
32900,"Merced, CA",Merced,6,46898
33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Boca Raton,12,7300
33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Boynton Beach,12,7875
33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Coral Gables,12,14250
33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Deerfield Beach,12,16725
33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Delray Beach,12,17100
33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Doral,12,17935
33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Fort Lauderdale,12,24000
33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Jupiter,12,35875
33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Kendall,12,36100
33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami,12,45000
33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami Beach,12,45025
33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Palm Beach Gardens,12,54075
33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Pompano Beach,12,58050
33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Sunrise,12,69700
33100,"Miami-Fort Lauderdale-Pompano Beach, FL",West Palm Beach,12,76600
33140,"Michigan City-La Porte, IN",La Porte,18,42246
33140,"Michigan City-La Porte, IN",Michigan City,18,48798
33220,"Midland, MI",Midland,26,53780
33260,"Midland, TX",Midland,48,48072
33340,"Milwaukee-Waukesha, WI",Milwaukee,55,53000
33340,"Milwaukee-Waukesha, WI",Waukesha,55,84250
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Bloomington,27,6616
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Eagan,27,17288
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Eden Prairie,27,18116
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Edina,27,18188
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Minneapolis,27,43000
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Minnetonka,27,43252
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Plymouth,27,51730
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",St. Paul,27,58000
33540,"Missoula, MT",Missoula,30,50200
33660,"Mobile, AL",Mobile,1,50000
33700,"Modesto, CA",Modesto,6,48354
33740,"Monroe, LA",Monroe,22,51410
33780,"Monroe, MI",Monroe,26,55020
33860,"Montgomery, AL",Montgomery,1,51000
34060,"Morgantown, WV",Morgantown,54,55756
34100,"Morristown, TN",Morristown,47,50280
34580,"Mount Vernon-Anacortes, WA",Anacortes,53,1990
34580,"Mount Vernon-Anacortes, WA",Mount Vernon,53,47560
34620,"Muncie, IN",Muncie,18,51876
34740,"Muskegon, MI",Muskegon,26,56320
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Conway,45,16405
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,45,49075
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",North Myrtle Beach,45,51280
34900,"Napa, CA",Napa,6,50258
34940,"Naples-Marco Island, FL",Marco Island,12,43083
34940,"Naples-Marco Island, FL",Naples,12,47625
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Franklin,47,27740
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Murfreesboro,47,51560
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Nashville-Davidson metropolitan government (balance),47,52006
35100,"New Bern, NC",New Bern,37,46340
35300,"New Haven-Milford, CT",Milford city (balance),9,47515
35300,"New Haven-Milford, CT",New Haven,9,52000
35380,"New Orleans-Metairie, LA",Metairie,22,50115
35380,"New Orleans-Metairie, LA",New Orleans,22,55000
35620,"New York-Newark-Jersey City, NY-NJ-PA",Jersey City,34,36000
35620,"New York-Newark-Jersey City, NY-NJ-PA",Lakewood,34,38580
35620,"New York-Newark-Jersey City, NY-NJ-PA",Newark,34,51000
35620,"New York-Newark-Jersey City, NY-NJ-PA",New Brunswick,34,51210
35620,"New York-Newark-Jersey City, NY-NJ-PA",New York,36,51000
35620,"New York-Newark-Jersey City, NY-NJ-PA",White Plains,36,81677
35660,"Niles, MI",Niles,26,57760
35840,"North Port-Sarasota-Bradenton, FL",Bradenton,12,7950
35840,"North Port-Sarasota-Bradenton, FL",North Port,12,49675
35840,"North Port-Sarasota-Bradenton, FL",Sarasota,12,64175
35840,"North Port-Sarasota-Bradenton, FL",Venice,12,73900
35980,"Norwich-New London, CT",New London,9,52280
35980,"Norwich-New London, CT",Norwich,9,56200
36100,"Ocala, FL",Ocala,12,50750
36140,"Ocean City, NJ",Ocean City,34,54360
36220,"Odessa, TX",Odessa,48,53388
36260,"Ogden-Clearfield, UT",Clearfield,49,13850
36260,"Ogden-Clearfield, UT",Ogden,49,55980
36420,"Oklahoma City, OK",Oklahoma City,40,55000
36500,"Olympia-Lacey-Tumwater, WA",Lacey,53,36745
36500,"Olympia-Lacey-Tumwater, WA",Olympia,53,51300
36500,"Olympia-Lacey-Tumwater, WA",Tumwater,53,72905
36540,"Omaha-Council Bluffs, NE-IA",Council Bluffs,19,16860
36540,"Omaha-Council Bluffs, NE-IA",Omaha,31,37000
36740,"Orlando-Kissimmee-Sanford, FL",Kissimmee,12,36950
36740,"Orlando-Kissimmee-Sanford, FL",Orlando,12,53000
36740,"Orlando-Kissimmee-Sanford, FL",Sanford,12,63650
36780,"Oshkosh-Neenah, WI",Neenah,55,55750
36780,"Oshkosh-Neenah, WI",Oshkosh,55,60500
36980,"Owensboro, KY",Owensboro,21,58620
37100,"Oxnard-Thousand Oaks-Ventura, CA",Camarillo,6,10046
37100,"Oxnard-Thousand Oaks-Ventura, CA",Oxnard,6,54652
37100,"Oxnard-Thousand Oaks-Ventura, CA",San Buenaventura (Ventura),6,65042
37100,"Oxnard-Thousand Oaks-Ventura, CA",Thousand Oaks,6,78582
37340,"Palm Bay-Melbourne-Titusville, FL",Melbourne,12,43975
37340,"Palm Bay-Melbourne-Titusville, FL",Palm Bay,12,54000
37340,"Palm Bay-Melbourne-Titusville, FL",Titusville,12,71900
37460,"Panama City, FL",Panama City,12,54700
37620,"Parkersburg-Vienna, WV",Parkersburg,54,62140
37620,"Parkersburg-Vienna, WV",Vienna,54,83500
37860,"Pensacola-Ferry Pass-Brent, FL",Brent,12,8300
37860,"Pensacola-Ferry Pass-Brent, FL",Ferry Pass,12,22275
37860,"Pensacola-Ferry Pass-Brent, FL",Pensacola,12,55925
37900,"Peoria, IL",Peoria,17,59000
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Wilmington,10,77580
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Camden,34,10000
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Philadelphia,42,60000
38060,"Phoenix-Mesa-Chandler, AZ",Casa Grande,4,10530
38060,"Phoenix-Mesa-Chandler, AZ",Chandler,4,12000
38060,"Phoenix-Mesa-Chandler, AZ",Mesa,4,46000
38060,"Phoenix-Mesa-Chandler, AZ",Phoenix,4,55000
38060,"Phoenix-Mesa-Chandler, AZ",Scottsdale,4,65000
38060,"Phoenix-Mesa-Chandler, AZ",Tempe,4,73000
38220,"Pine Bluff, AR",Pine Bluff,5,55310
38300,"Pittsburgh, PA",Pittsburgh,42,61000
38340,"Pittsfield, MA",Pittsfield,25,53960
38540,"Pocatello, ID",Pocatello,16,64090
38660,"Ponce, PR",Ponce,72,63820
38860,"Portland-South Portland, ME",Portland,23,60545
38860,"Portland-South Portland, ME",South Portland,23,71990
38900,"Portland-Vancouver-Hillsboro, OR-WA",Beaverton,41,5350
38900,"Portland-Vancouver-Hillsboro, OR-WA",Hillsboro,41,34100
38900,"Portland-Vancouver-Hillsboro, OR-WA",Portland,41,59000
38900,"Portland-Vancouver-Hillsboro, OR-WA",Tigard,41,73650
38900,"Portland-Vancouver-Hillsboro, OR-WA",Vancouver,53,74060
38940,"Port St. Lucie, FL",Port St. Lucie,12,58715
39100,"Poughkeepsie-Newburgh-Middletown, NY",Middletown,36,47042
39100,"Poughkeepsie-Newburgh-Middletown, NY",Newburgh,36,50034
39100,"Poughkeepsie-Newburgh-Middletown, NY",Poughkeepsie,36,59641
39100,"Poughkeepsie-Newburgh-Middletown, NY",Woodbury,36,82750
39150,"Prescott Valley-Prescott, AZ",Prescott,4,57380
39150,"Prescott Valley-Prescott, AZ",Prescott Valley,4,57450
39300,"Providence-Warwick, RI-MA",Providence,44,59000
39300,"Providence-Warwick, RI-MA",Warwick,44,74300
39340,"Provo-Orem, UT",Orem,49,57300
39340,"Provo-Orem, UT",Provo,49,62470
39380,"Pueblo, CO",Pueblo,8,62000
39460,"Punta Gorda, FL",Punta Gorda,12,59200
39540,"Racine, WI",Racine,55,66000
39580,"Raleigh-Cary, NC",Cary,37,10740
39580,"Raleigh-Cary, NC",Raleigh,37,55000
39660,"Rapid City, SD",Rapid City,46,52980
39740,"Reading, PA",Reading,42,63624
39820,"Redding, CA",Redding,6,59920
39900,"Reno, NV",Reno,32,60600
40060,"Richmond, VA",Richmond,51,67000
40140,"Riverside-San Bernardino-Ontario, CA",Chino,6,13210
40140,"Riverside-San Bernardino-Ontario, CA",Corona,6,16350
40140,"Riverside-San Bernardino-Ontario, CA",Ontario,6,53896
40140,"Riverside-San Bernardino-Ontario, CA",Palm Desert,6,55184
40140,"Riverside-San Bernardino-Ontario, CA",Redlands,6,59962
40140,"Riverside-San Bernardino-Ontario, CA",Riverside,6,62000
40140,"Riverside-San Bernardino-Ontario, CA",San Bernardino,6,65000
40140,"Riverside-San Bernardino-Ontario, CA",Temecula,6,78120
40220,"Roanoke, VA",Roanoke,51,68000
40340,"Rochester, MN",Rochester,27,54880
40380,"Rochester, NY",Rochester,36,63000
40420,"Rockford, IL",Rockford,17,65000
40580,"Rocky Mount, NC",Rocky Mount,37,57500
40660,"Rome, GA",Rome,13,66668
40900,"Sacramento-Roseville-Folsom, CA",Folsom,6,24638
40900,"Sacramento-Roseville-Folsom, CA",Rancho Cordova,6,59444
40900,"Sacramento-Roseville-Folsom, CA",Roseville,6,62938
40900,"Sacramento-Roseville-Folsom, CA",Sacramento,6,64000
40900,"Sacramento-Roseville-Folsom, CA",West Sacramento,6,84816
40980,"Saginaw, MI",Saginaw,26,70520
41060,"St. Cloud, MN",St. Cloud,27,56896
41100,"St. George, UT",St. George,49,65330
41140,"St. Joseph, MO-KS",St. Joseph,29,64550
41180,"St. Louis, MO-IL",St. Charles,29,64082
41180,"St. Louis, MO-IL",St. Louis,29,65000
41420,"Salem, OR",Salem,41,64900
41500,"Salinas, CA",Salinas,6,64224
41540,"Salisbury, MD-DE",Salisbury,24,69925
41620,"Salt Lake City, UT",Salt Lake City,49,67000
41660,"San Angelo, TX",San Angelo,48,64472
41700,"San Antonio-New Braunfels, TX",New Braunfels,48,50820
41700,"San Antonio-New Braunfels, TX",San Antonio,48,65000
41740,"San Diego-Chula Vista-Carlsbad, CA",Carlsbad,6,11194
41740,"San Diego-Chula Vista-Carlsbad, CA",Chula Vista,6,13392
41740,"San Diego-Chula Vista-Carlsbad, CA",Poway,6,58520
41740,"San Diego-Chula Vista-Carlsbad, CA",San Diego,6,66000
41860,"San Francisco-Oakland-Berkeley, CA",Berkeley,6,6000
41860,"San Francisco-Oakland-Berkeley, CA",Livermore,6,41992
41860,"San Francisco-Oakland-Berkeley, CA",Oakland,6,53000
41860,"San Francisco-Oakland-Berkeley, CA",Pleasanton,6,57792
41860,"San Francisco-Oakland-Berkeley, CA",Redwood City,6,60102
41860,"San Francisco-Oakland-Berkeley, CA",San Francisco,6,67000
41860,"San Francisco-Oakland-Berkeley, CA",San Mateo,6,68252
41860,"San Francisco-Oakland-Berkeley, CA",San Rafael,6,68364
41860,"San Francisco-Oakland-Berkeley, CA",San Ramon,6,68378
41860,"San Francisco-Oakland-Berkeley, CA",South San Francisco,6,73262
41860,"San Francisco-Oakland-Berkeley, CA",Walnut Creek,6,83346
41900,"San Germán, PR",San Germán,72,76167
41940,"San Jose-Sunnyvale-Santa Clara, CA",Cupertino,6,17610
41940,"San Jose-Sunnyvale-Santa Clara, CA",Milpitas,6,47766
41940,"San Jose-Sunnyvale-Santa Clara, CA",Mountain View,6,49670
41940,"San Jose-Sunnyvale-Santa Clara, CA",Palo Alto,6,55282
41940,"San Jose-Sunnyvale-Santa Clara, CA",San Jose,6,68000
41940,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara,6,69084
41940,"San Jose-Sunnyvale-Santa Clara, CA",Sunnyvale,6,77000
41980,"San Juan-Bayamón-Caguas, PR",Bayamón,72,6593
41980,"San Juan-Bayamón-Caguas, PR",Caguas,72,10334
41980,"San Juan-Bayamón-Caguas, PR",Guaynabo,72,32522
41980,"San Juan-Bayamón-Caguas, PR",San Juan,72,76770
42020,"San Luis Obispo-Paso Robles, CA",El Paso de Robles (Paso Robles),6,22300
42020,"San Luis Obispo-Paso Robles, CA",San Luis Obispo,6,68154
42100,"Santa Cruz-Watsonville, CA",Santa Cruz,6,69112
42100,"Santa Cruz-Watsonville, CA",Watsonville,6,83668
42140,"Santa Fe, NM",Santa Fe,35,70500
42200,"Santa Maria-Santa Barbara, CA",Santa Barbara,6,69070
42200,"Santa Maria-Santa Barbara, CA",Santa Maria,6,69196
42220,"Santa Rosa-Petaluma, CA",Petaluma,6,56784
42220,"Santa Rosa-Petaluma, CA",Santa Rosa,6,70098
42340,"Savannah, GA",Savannah,13,69000
42540,"Scranton--Wilkes-Barre, PA",Scranton,42,69000
42540,"Scranton--Wilkes-Barre, PA",Wilkes-Barre,42,85152
42660,"Seattle-Tacoma-Bellevue, WA",Auburn,53,3180
42660,"Seattle-Tacoma-Bellevue, WA",Bellevue,53,5210
42660,"Seattle-Tacoma-Bellevue, WA",Everett,53,22640
42660,"Seattle-Tacoma-Bellevue, WA",Kent,53,35415
42660,"Seattle-Tacoma-Bellevue, WA",Lakewood,53,38038
42660,"Seattle-Tacoma-Bellevue, WA",Redmond,53,57535
42660,"Seattle-Tacoma-Bellevue, WA",Renton,53,57745
42660,"Seattle-Tacoma-Bellevue, WA",Seattle,53,63000
42660,"Seattle-Tacoma-Bellevue, WA",Tacoma,53,70000
42680,"Sebastian-Vero Beach, FL",Sebastian,12,64825
42680,"Sebastian-Vero Beach, FL",Vero Beach,12,74150
42700,"Sebring-Avon Park, FL",Avon Park,12,2750
42700,"Sebring-Avon Park, FL",Sebring,12,64875
43100,"Sheboygan, WI",Sheboygan,55,72975
43300,"Sherman-Denison, TX",Denison,48,19900
43300,"Sherman-Denison, TX",Sherman,48,67496
43340,"Shreveport-Bossier City, LA",Bossier City,22,8920
43340,"Shreveport-Bossier City, LA",Shreveport,22,70000
43420,"Sierra Vista-Douglas, AZ",Douglas,4,20050
43420,"Sierra Vista-Douglas, AZ",Sierra Vista,4,66820
43580,"Sioux City, IA-NE-SD",Sioux City,19,73335
43620,"Sioux Falls, SD",Sioux Falls,46,59020
43780,"South Bend-Mishawaka, IN-MI",Mishawaka,18,49932
43780,"South Bend-Mishawaka, IN-MI",South Bend,18,71000
43900,"Spartanburg, SC",Spartanburg,45,68290
44060,"Spokane-Spokane Valley, WA",Spokane,53,67000
44060,"Spokane-Spokane Valley, WA",Spokane Valley,53,67167
44100,"Springfield, IL",Springfield,17,72000
44140,"Springfield, MA",Springfield,25,67000
44180,"Springfield, MO",Springfield,29,70000
44220,"Springfield, OH",Springfield,39,74118
44300,"State College, PA",State College,42,73808
44420,"Staunton, VA",Staunton,51,75216
44700,"Stockton, CA",Stockton,6,75000
44940,"Sumter, SC",Sumter,45,70405
45060,"Syracuse, NY",Syracuse,36,73000
45220,"Tallahassee, FL",Tallahassee,12,70600
45300,"Tampa-St. Petersburg-Clearwater, FL",Clearwater,12,12875
45300,"Tampa-St. Petersburg-Clearwater, FL",Largo,12,39425
45300,"Tampa-St. Petersburg-Clearwater, FL",Pinellas Park,12,56975
45300,"Tampa-St. Petersburg-Clearwater, FL",St. Petersburg,12,63000
45300,"Tampa-St. Petersburg-Clearwater, FL",Tampa,12,71000
45460,"Terre Haute, IN",Terre Haute,18,75428
45500,"Texarkana, TX-AR",Texarkana,48,72368
45540,"The Villages, FL",The Villages,12,71625
45780,"Toledo, OH",Toledo,39,77000
45820,"Topeka, KS",Topeka,20,71000
45940,"Trenton-Princeton, NJ",Princeton,34,60900
45940,"Trenton-Princeton, NJ",Trenton,34,74000
46060,"Tucson, AZ",Tucson,4,77000
46140,"Tulsa, OK",Tulsa,40,75000
46220,"Tuscaloosa, AL",Tuscaloosa,1,77256
46300,"Twin Falls, ID",Twin Falls,16,82810
46340,"Tyler, TX",Tyler,48,74144
46520,"Urban Honolulu, HI",Urban Honolulu,15,71550
46540,"Utica-Rome, NY",Rome,36,63418
46540,"Utica-Rome, NY",Utica,36,76540
46660,"Valdosta, GA",Valdosta,13,78800
46700,"Vallejo, CA",Vallejo,6,81666
47020,"Victoria, TX",Victoria,48,75428
47220,"Vineland-Bridgeton, NJ",Bridgeton,34,7600
47220,"Vineland-Bridgeton, NJ",Vineland,34,76070
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Hampton,51,35000
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Newport News,51,56000
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Norfolk,51,57000
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Portsmouth,51,64000
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Virginia Beach,51,82000
47300,"Visalia, CA",Visalia,6,82954
47380,"Waco, TX",Waco,48,76000
47460,"Walla Walla, WA",Walla Walla,53,75775
47580,"Warner Robins, GA",Warner Robins,13,80508
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Washington,11,50000
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Bethesda,24,7125
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Frederick,24,30325
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Gaithersburg,24,31175
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Rockville,24,67675
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Alexandria,51,1000
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Arlington,51,3000
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Reston,51,66672
47940,"Waterloo-Cedar Falls, IA",Cedar Falls,19,11755
47940,"Waterloo-Cedar Falls, IA",Waterloo,19,82425
48060,"Watertown-Fort Drum, NY",Fort Drum,36,26759
48060,"Watertown-Fort Drum, NY",Watertown,36,78608
48140,"Wausau-Weston, WI",Wausau,55,84475
48140,"Wausau-Weston, WI",Weston,55,86025
48260,"Weirton-Steubenville, WV-OH",Steubenville,39,74608
48260,"Weirton-Steubenville, WV-OH",Weirton,54,85156
48300,"Wenatchee, WA",Wenatchee,53,77105
48540,"Wheeling, WV-OH",Wheeling,54,86452
48620,"Wichita, KS",Wichita,20,79000
48660,"Wichita Falls, TX",Wichita Falls,48,79000
48700,"Williamsport, PA",Williamsport,42,85312
48900,"Wilmington, NC",Wilmington,37,74440
49020,"Winchester, VA-WV",Winchester,51,86720
49180,"Winston-Salem, NC",Winston-Salem,37,75000
49340,"Worcester, MA-CT",Worcester,25,82000
49420,"Yakima, WA",Yakima,53,80010
49500,"Yauco, PR",Yauco,72,88035
49620,"York-Hanover, PA",Hanover,42,32448
49620,"York-Hanover, PA",York,42,87048
49660,"Youngstown-Warren-Boardman, OH-PA",Boardman,39,7454
49660,"Youngstown-Warren-Boardman, OH-PA",Warren,39,80892
49660,"Youngstown-Warren-Boardman, OH-PA",Youngstown,39,88000
49700,"Yuba City, CA",Yuba City,6,86972
49740,"Yuma, AZ",Yuma,4,85540
